,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
56,2019-03-22,2.4045009207745016,2.3763531067513237,2.4279445474800916,2.4045009207745016,2.4045009207745016,-0.0019250828972054252,-0.0019250828972054252,-0.0019250828972054252,0.008341193326278931,0.008341193326278931,0.008341193326278931,-0.010266276223484356,-0.010266276223484356,-0.010266276223484356,0.0,0.0,0.0,2.402575837877296
57,2019-04-03,2.4049950822543007,2.3631353202988086,2.4124843608178703,2.4049950822543007,2.4049950822543007,-0.0159593678259264,-0.0159593678259264,-0.0159593678259264,-0.002977184742876096,-0.002977184742876096,-0.002977184742876096,-0.0129821830830503,-0.0129821830830503,-0.0129821830830503,0.0,0.0,0.0,2.3890357144283745
58,2019-04-15,2.4054892437341002,2.387972073677138,2.4374849555224665,2.4054892437341002,2.4054892437341002,0.0061625485373835,0.0061625485373835,0.0061625485373835,2.056776202461753e-05,2.056776202461753e-05,2.056776202461753e-05,0.006141980775358882,0.006141980775358882,0.006141980775358882,0.0,0.0,0.0,2.4116517922714835
59,2019-04-27,2.405983405213899,2.3967522201098315,2.448200294104219,2.405983405213899,2.405983405213899,0.016158900194921708,0.016158900194921708,0.016158900194921708,-0.0008931750872316999,-0.0008931750872316999,-0.0008931750872316999,0.017052075282153405,0.017052075282153405,0.017052075282153405,0.0,0.0,0.0,2.4221423054088205
60,2019-05-09,2.406477566693698,2.3921119681197434,2.441229865908263,2.406477566693698,2.406477566693698,0.010004498954209547,0.010004498954209547,0.010004498954209547,-0.007423417490248397,-0.007423417490248397,-0.007423417490248397,0.017427916444457944,0.017427916444457944,0.017427916444457944,0.0,0.0,0.0,2.4164820656479074
61,2019-05-21,2.4069717281605563,2.4114171045393116,2.4595981827358524,2.4069717281605563,2.4069717281605563,0.02908787913497648,0.02908787913497648,0.02908787913497648,0.0018582141342020388,0.0018582141342020388,0.0018582141342020388,0.027229665000774443,0.027229665000774443,0.027229665000774443,0.0,0.0,0.0,2.4360596072955327
62,2019-06-02,2.407465889627415,2.408531465700396,2.458002732333466,2.407465889627415,2.407465889627415,0.02530435970075885,0.02530435970075885,0.02530435970075885,0.001073802097846245,0.001073802097846245,0.001073802097846245,0.024230557602912598,0.024230557602912598,0.024230557602912598,0.0,0.0,0.0,2.4327702493281738
63,2019-06-14,2.407960051094274,2.401015441460111,2.4542562453970365,2.407960051094274,2.407960051094274,0.02071292220901743,0.02071292220901743,0.02071292220901743,0.008341193326292105,0.008341193326292105,0.008341193326292105,0.012371728882725324,0.012371728882725324,0.012371728882725324,0.0,0.0,0.0,2.428672973303291
64,2019-06-26,2.408454212561132,2.40391332299897,2.4559657759089593,2.408454212561132,2.408454212561132,0.021925332186876496,0.021925332186876496,0.021925332186876496,-0.002977184742849735,-0.002977184742849735,-0.002977184742849735,0.024902516929726233,0.024902516929726233,0.024902516929726233,0.0,0.0,0.0,2.4303795447480088
65,2019-07-08,2.4089483740279904,2.422284596683808,2.4739329291293735,2.4089483740279904,2.4089483740279904,0.03895222613807484,0.03895222613807484,0.03895222613807484,2.0567762020812127e-05,2.0567762020812127e-05,2.0567762020812127e-05,0.03893165837605403,0.03893165837605403,0.03893165837605403,0.0,0.0,0.0,2.4479006001660655
66,2019-07-20,2.409442535494849,2.410850171054185,2.4616621595122425,2.409442535494849,2.409442535494849,0.02691293843005347,0.02691293843005347,0.02691293843005347,-0.0008931750872258918,-0.0008931750872258918,-0.0008931750872258918,0.027806113517279366,0.027806113517279366,0.027806113517279366,0.0,0.0,0.0,2.4363554739249027
67,2019-08-13,2.410277395222835,2.4018318307752624,2.453882528273753,2.410277395222835,2.410277395222835,0.017308339707203482,0.017308339707203482,0.017308339707203482,0.001858214134176587,0.001858214134176587,0.001858214134176587,0.01545012557302689,0.01545012557302689,0.01545012557302689,0.0,0.0,0.0,2.4275857349300387
68,2019-08-25,2.410694825086828,2.400670724000413,2.4527908915240313,2.410694825086828,2.410694825086828,0.016660338058228745,0.016660338058228745,0.016660338058228745,0.001073802097852786,0.001073802097852786,0.001073802097852786,0.015586535960375958,0.015586535960375958,0.015586535960375958,0.0,0.0,0.0,2.427355163145057
69,2019-09-06,2.4111122549508206,2.406457021085714,2.457576107895665,2.4111122549508206,2.4111122549508206,0.02063966529580826,0.02063966529580826,0.02063966529580826,0.008341193326284127,0.008341193326284127,0.008341193326284127,0.01229847196952413,0.01229847196952413,0.01229847196952413,0.0,0.0,0.0,2.431751920246629
70,2019-09-18,2.4115296848148136,2.3829235195724943,2.435229816705724,2.4115296848148136,2.4115296848148136,-0.002828039475544231,-0.002828039475544231,-0.002828039475544231,-0.0029771847428608166,-0.0029771847428608166,-0.0029771847428608166,0.00014914526731658507,0.00014914526731658507,0.00014914526731658507,0.0,0.0,0.0,2.4087016453392693
71,2019-09-30,2.4119471146788065,2.370203901559413,2.422396549096143,2.4119471146788065,2.4119471146788065,-0.014931882035375302,-0.014931882035375302,-0.014931882035375302,2.0567761989150073e-05,2.0567761989150073e-05,2.0567761989150073e-05,-0.01495244979736445,-0.01495244979736445,-0.01495244979736445,0.0,0.0,0.0,2.3970152326434313
72,2019-10-12,2.4123645445428,2.364810808541942,2.4174521972786103,2.4123645445428,2.4123645445428,-0.02116486145923775,-0.02116486145923775,-0.02116486145923775,-0.0008931750872200846,-0.0008931750872200846,-0.0008931750872200846,-0.020271686372017664,-0.020271686372017664,-0.020271686372017664,0.0,0.0,0.0,2.391199683083562
73,2019-10-24,2.412608027394784,2.3575347863921445,2.4069020018822127,2.412608027394784,2.412608027394784,-0.029785142196759772,-0.029785142196759772,-0.029785142196759772,-0.007423417490245244,-0.007423417490245244,-0.007423417490245244,-0.022361724706514527,-0.022361724706514527,-0.022361724706514527,0.0,0.0,0.0,2.382822885198024
74,2019-11-05,2.412851510246768,2.3665233817615547,2.417775653303427,2.412851510246768,2.412851510246768,-0.02066742518358402,-0.02066742518358402,-0.02066742518358402,0.001858214134191108,0.001858214134191108,0.001858214134191108,-0.022525639317775126,-0.022525639317775126,-0.022525639317775126,0.0,0.0,0.0,2.392184085063184
75,2019-11-17,2.4130949930987518,2.375255569939521,2.4226551031406447,2.4130949930987518,2.4130949930987518,-0.012895220554352283,-0.012895220554352283,-0.012895220554352283,0.0010738020978559785,0.0010738020978559785,0.0010738020978559785,-0.01396902265220826,-0.01396902265220826,-0.01396902265220826,0.0,0.0,0.0,2.4001997725443993
76,2019-11-29,2.4133384759507357,2.388547993240858,2.440480670457569,2.4133384759507357,2.4133384759507357,0.0009773733110539629,0.0009773733110539629,0.0009773733110539629,0.008341193326291144,0.008341193326291144,0.008341193326291144,-0.007363820015237181,-0.007363820015237181,-0.007363820015237181,0.0,0.0,0.0,2.4143158492617895
77,2019-12-11,2.41358195880272,2.379735066703009,2.4284608407546884,2.41358195880272,2.41358195880272,-0.010719557771641311,-0.010719557771641311,-0.010719557771641311,-0.0029771847428603357,-0.0029771847428603357,-0.0029771847428603357,-0.007742373028780975,-0.007742373028780975,-0.007742373028780975,0.0,0.0,0.0,2.402862401031079
